,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Year 4,ReHo,Workflow D,Gradient Boosting,BASC444,0.514,14.75,0.808,86.4%,73.7%,82.4%,79.2%
0,Year 4,ReHo,Workflow D,Gradient Boosting,Schaefer,0.307,17.63,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,ReHo,Workflow D,SVM,BASC197,0.098,20.11,0.657,72.7%,57.9%,64.7%,66.7%
0,Year 4,ReHo,Workflow D,SVM,BASC444,0.169,19.3,0.678,73.9%,61.1%,64.7%,70.8%
0,Year 4,ReHo,Workflow D,SVM,Schaefer,-0.089,22.09,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,ReHo,Workflow D,Random Forest,BASC197,0.344,17.15,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,ReHo,Workflow D,Random Forest,BASC444,0.28,17.96,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,ReHo,Workflow D,Random Forest,Schaefer,0.343,17.16,0.686,76.2%,60.0%,70.6%,66.7%
0,Year 4,ReHo,Workflow E,ElasticNet,BASC197,0.273,18.05,0.602,65.5%,58.3%,41.2%,79.2%
0,Year 4,ReHo,Workflow E,ElasticNet,BASC444,0.089,20.21,0.623,66.7%,63.6%,41.2%,83.3%
0,Year 4,ReHo,Workflow E,ElasticNet,Schaefer,0.273,18.05,0.661,70.4%,64.3%,52.9%,79.2%
0,Year 4,ReHo,Workflow E,Gradient Boosting,BASC197,0.326,17.38,0.56,63.0%,50.0%,41.2%,70.8%
0,Year 4,ReHo,Workflow E,Gradient Boosting,BASC444,0.155,19.46,0.501,58.6%,41.7%,29.4%,70.8%
0,Year 4,ReHo,Workflow E,Gradient Boosting,Schaefer,0.4,16.39,0.799,83.3%,76.5%,76.5%,83.3%
0,Year 4,ReHo,Workflow E,SVM,BASC197,0.098,20.1,0.732,75.0%,76.9%,58.8%,87.5%
0,Year 4,ReHo,Workflow E,SVM,BASC444,0.145,19.58,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,ReHo,Workflow E,SVM,Schaefer,-0.074,21.94,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,ReHo,Workflow E,Random Forest,BASC197,0.295,17.78,0.686,76.2%,60.0%,70.6%,66.7%
0,Year 4,ReHo,Workflow E,Random Forest,BASC444,0.215,18.75,0.661,70.4%,64.3%,52.9%,79.2%
0,Year 4,ReHo,Workflow E,Random Forest,Schaefer,0.295,17.78,0.695,78.9%,59.1%,76.5%,62.5%
0,Year 4,ReHo,Workflow F,ElasticNet,BASC197,0.456,15.61,0.778,82.6%,72.2%,76.5%,79.2%
0,Year 4,ReHo,Workflow F,ElasticNet,BASC444,0.376,16.73,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,ReHo,Workflow F,ElasticNet,Schaefer,0.345,17.13,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,ReHo,Workflow F,Gradient Boosting,BASC197,0.246,18.38,0.661,70.4%,64.3%,52.9%,79.2%
0,Year 4,ReHo,Workflow F,Gradient Boosting,BASC444,0.332,17.3,0.757,81.8%,68.4%,76.5%,75.0%
0,Year 4,ReHo,Workflow F,Gradient Boosting,Schaefer,0.332,17.3,0.648,70.8%,58.8%,58.8%,70.8%
0,Year 4,ReHo,Workflow F,SVM,BASC197,0.224,18.65,0.757,81.8%,68.4%,76.5%,75.0%
0,Year 4,ReHo,Workflow F,SVM,BASC444,0.155,19.46,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,ReHo,Workflow F,SVM,Schaefer,0.118,19.89,0.77,80.0%,75.0%,70.6%,83.3%
0,Year 4,ReHo,Workflow F,Random Forest,BASC197,0.274,18.03,0.716,80.0%,61.9%,76.5%,66.7%
0,Year 4,ReHo,Workflow F,Random Forest,BASC444,0.274,18.04,0.627,69.6%,55.6%,58.8%,66.7%
0,Year 4,ReHo,Workflow F,Random Forest,Schaefer,0.312,17.56,0.716,80.0%,61.9%,76.5%,66.7%
0,Year 4,ReHo,Workflow H,ElasticNet,BASC197,0.429,15.99,0.728,78.3%,66.7%,70.6%,75.0%
0,Year 4,ReHo,Workflow H,ElasticNet,BASC444,0.163,19.36,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,ReHo,Workflow H,ElasticNet,Schaefer,0.281,17.95,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,ReHo,Workflow H,Gradient Boosting,BASC197,0.457,15.6,0.686,76.2%,60.0%,70.6%,66.7%
0,Year 4,ReHo,Workflow H,Gradient Boosting,BASC444,0.184,19.13,0.548,62.5%,47.1%,47.1%,62.5%
0,Year 4,ReHo,Workflow H,Gradient Boosting,Schaefer,0.426,16.04,0.77,80.0%,75.0%,70.6%,83.3%
0,Year 4,ReHo,Workflow H,SVM,BASC197,0.136,19.67,0.657,72.7%,57.9%,64.7%,66.7%
0,Year 4,ReHo,Workflow H,SVM,BASC444,0.119,19.87,0.64,69.2%,60.0%,52.9%,75.0%
0,Year 4,ReHo,Workflow H,SVM,Schaefer,-0.066,21.86,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,ReHo,Workflow H,Random Forest,BASC197,0.305,17.65,0.749,79.2%,70.6%,70.6%,79.2%
0,Year 4,ReHo,Workflow H,Random Forest,BASC444,0.218,18.72,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,ReHo,Workflow H,Random Forest,Schaefer,0.339,17.22,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,ReHo,Workflow I,ElasticNet,BASC197,0.104,20.03,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,ReHo,Workflow I,ElasticNet,BASC444,-0.053,21.72,0.572,63.3%,54.5%,35.3%,79.2%
0,Year 4,ReHo,Workflow I,ElasticNet,Schaefer,-0.022,21.4,0.614,65.6%,66.7%,35.3%,87.5%
0,Year 4,ReHo,Workflow I,Gradient Boosting,BASC197,0.278,17.98,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,ReHo,Workflow I,Gradient Boosting,BASC444,-0.149,22.69,0.539,61.5%,46.7%,41.2%,66.7%
0,Year 4,ReHo,Workflow I,Gradient Boosting,Schaefer,0.079,20.32,0.648,70.8%,58.8%,58.8%,70.8%
0,Year 4,ReHo,Workflow I,SVM,BASC197,-0.201,23.2,0.598,66.7%,52.9%,52.9%,66.7%
0,Year 4,ReHo,Workflow I,SVM,BASC444,-0.01,21.27,0.64,69.2%,60.0%,52.9%,75.0%
0,Year 4,ReHo,Workflow I,SVM,Schaefer,-0.484,25.79,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,ReHo,Workflow I,Random Forest,BASC197,0.084,20.26,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,ReHo,Workflow I,Random Forest,BASC444,0.073,20.38,0.56,63.0%,50.0%,41.2%,70.8%
0,Year 4,ReHo,Workflow I,Random Forest,Schaefer,0.019,20.97,0.501,58.6%,41.7%,29.4%,70.8%
0,Year 4,ReHo,Workflow J,ElasticNet,/,0.394,16.47,0.74,76.9%,73.3%,64.7%,83.3%
0,Year 4,ReHo,Workflow J,Gradient Boosting,/,0.389,16.54,0.69,73.1%,66.7%,58.8%,79.2%
0,Year 4,ReHo,Workflow J,SVM,/,0.273,18.05,0.733,87.5%,60.0%,88.2%,58.3%
0,Year 4,ReHo,Workflow J,Random Forest,/,0.412,16.23,0.724,83.3%,60.9%,82.4%,62.5%
0,Year 4,ReHo,Workflow K,ElasticNet,BASC197,0.03,20.85,0.555,61.8%,57.1%,23.5%,87.5%
0,Year 4,ReHo,Workflow K,ElasticNet,BASC444,-0.004,21.21,0.593,64.5%,60.0%,35.3%,83.3%
0,Year 4,ReHo,Workflow K,ElasticNet,Schaefer,-0.098,22.18,0.534,60.6%,50.0%,23.5%,83.3%
0,Year 4,ReHo,Workflow K,Gradient Boosting,BASC197,0.21,18.82,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,ReHo,Workflow K,Gradient Boosting,BASC444,-0.222,23.4,0.409,51.9%,28.6%,23.5%,58.3%
0,Year 4,ReHo,Workflow K,Gradient Boosting,Schaefer,-0.195,23.14,0.484,57.6%,37.5%,17.6%,79.2%
0,Year 4,ReHo,Workflow K,SVM,BASC197,-0.205,23.24,0.556,63.6%,47.4%,52.9%,58.3%
0,Year 4,ReHo,Workflow K,SVM,BASC444,-0.07,21.9,0.539,61.5%,46.7%,41.2%,66.7%
0,Year 4,ReHo,Workflow K,SVM,Schaefer,-0.534,26.22,0.548,62.5%,47.1%,47.1%,62.5%
0,Year 4,ReHo,Workflow K,Random Forest,BASC197,0.076,20.35,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,ReHo,Workflow K,Random Forest,BASC444,0.085,20.25,0.501,58.6%,41.7%,29.4%,70.8%
0,Year 4,ReHo,Workflow K,Random Forest,Schaefer,-0.021,21.39,0.51,59.3%,42.9%,35.3%,66.7%
